Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Lesotho,"Agriculture, hunting, forestry, fishing (ISIC A-B)","23,197,672","16,564,032","27,044,543","46,654,780","46,282,630","41,697,430","34,677,860","55,484,577","61,748,964","75,898,707","87,427,094","100,924,978","71,713,611","76,452,897","62,334,075","52,941,891","61,966,202","71,410,402","83,488,733","78,675,157","92,011,795","61,786,522","90,722,902","85,392,571","90,882,625","105,723,331","92,641,004","87,827,875","94,070,070","98,143,117","86,224,492","84,904,901","61,634,730","88,717,016","108,694,455","113,378,069","104,654,994","112,179,310","120,063,700","120,985,903","166,938,646","178,172,819"
Lesotho,"Mining, Manufacturing, Utilities (ISIC C-E)","3,926,388","3,768,268","4,304,648","6,561,844","9,412,242","9,036,810","7,935,317","11,300,424","31,632,093","38,885,070","47,537,788","40,297,379","35,798,346","28,121,989","24,569,950","19,499,368","24,997,339","34,299,145","40,739,486","44,168,471","57,988,369","64,488,274","81,498,422","84,468,206","80,698,581","103,647,632","102,064,360","114,400,584","118,892,607","128,019,668","134,766,098","155,508,737","167,811,457","236,689,438","310,654,331","356,040,655","408,610,362","462,935,531","484,001,939","420,467,280","491,660,862","657,132,413"
Lesotho,Manufacturing (ISIC D),"2,698,540","3,138,990","3,417,230","5,280,092","6,620,532","7,092,961","6,678,392","7,755,551","10,879,315","13,237,487","16,716,769","18,500,026","20,280,400","24,412,897","21,710,577","16,283,538","20,454,934","28,944,914","34,923,550","38,027,276","47,463,763","51,396,196","63,080,372","68,920,295","67,344,901","75,518,835","78,272,600","90,946,925","89,081,016","87,454,567","98,595,083","124,757,777","137,788,931","189,275,115","248,130,844","243,795,796","278,799,588","277,762,196","283,586,951","248,389,041","248,066,590","392,100,612"
Lesotho,Construction (ISIC F),"629,787","897,151","1,075,309","1,620,134","2,202,696","2,519,828","5,178,788","4,428,757","5,785,956","7,930,070","11,165,433","10,777,888","13,597,919","10,293,065","9,656,711","9,490,806","9,074,588","13,713,382","19,501,879","23,970,584","36,245,760","65,325,526","84,523,213","91,729,553","106,914,597","108,501,053","114,310,600","94,028,096","81,240,126","82,327,708","86,296,532","61,347,501","39,880,867","57,847,336","56,506,066","60,265,362","60,598,308","62,610,951","74,322,298","93,262,237","124,995,727","116,873,431"
Lesotho,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","9,760,278","10,691,365","10,707,078","12,437,472","15,009,862","18,170,614","16,168,319","19,029,969","19,888,463","21,203,949","26,518,682","26,596,912","25,589,211","29,367,569","25,952,330","20,540,884","22,957,693","30,761,474","32,359,945","33,424,971","39,509,927","46,966,560","53,631,544","55,520,750","62,276,749","67,816,292","68,824,042","73,717,894","63,407,632","62,223,108","58,351,336","52,961,816","51,199,922","77,202,479","97,515,448","110,981,563","120,632,713","134,170,763","141,745,907","136,565,619","175,157,905","203,172,714"
Lesotho,"Transport, storage and communication (ISIC I)","2,268,608","3,134,625","4,952,508","7,501,918","9,054,193","8,856,805","10,429,100","12,746,678","14,195,164","10,770,237","11,967,500","13,755,752","12,946,430","15,046,036","13,663,971","11,245,700","12,163,646","17,380,724","19,456,514","21,181,547","25,383,443","31,451,406","33,663,419","33,788,881","36,002,936","38,642,247","37,323,863","39,739,784","35,049,437","32,897,392","32,745,184","31,126,598","31,997,825","45,318,131","65,855,161","81,740,989","85,670,361","93,721,038","91,471,868","100,126,328","130,527,926","143,319,746"
Lesotho,Other Activities (ISIC J-P),"35,148,999","38,058,895","39,205,267","46,903,518","53,413,516","59,823,893","61,767,826","71,983,054","92,947,173","110,704,241","166,839,550","174,602,485","162,535,930","179,997,587","153,857,783","122,562,637","137,049,948","166,811,799","198,104,129","208,480,902","244,559,762","291,814,388","324,329,564","322,162,885","335,480,080","377,301,125","361,131,156","389,156,376","358,005,895","351,736,007","328,571,054","282,928,418","266,907,538","398,462,021","501,419,043","544,974,894","560,819,128","621,870,833","619,259,619","727,445,421","886,446,354","974,638,222"
Lesotho,Total Value Added,"74,931,732","73,114,336","87,289,353","121,679,664","135,375,139","140,105,380","136,157,211","174,973,459","226,197,813","265,392,273","351,456,046","366,955,395","322,181,449","339,279,145","290,034,823","236,281,286","268,209,417","334,376,926","393,650,686","409,901,631","495,699,057","561,832,675","668,369,064","673,062,846","712,255,567","801,631,681","776,295,025","798,870,610","750,665,766","755,347,001","726,954,696","668,777,972","619,432,339","904,236,422","1,140,644,504","1,267,381,532","1,340,985,865","1,487,488,426","1,530,865,331","1,598,852,787","1,975,727,420","2,273,309,345"
Liberia,Final consumption expenditure,"159,750,784","174,741,314","183,824,560","211,292,783","259,044,451","276,158,248","309,717,987","403,301,238","451,637,280","494,880,923","510,909,455","707,342,453","728,630,347","744,742,361","726,626,781","704,671,031","672,363,522","716,108,057","725,958,925","666,519,786","403,077,161","410,307,581","234,458,510","167,776,790","138,281,114","140,997,261","197,755,044","335,407,006","409,424,754","493,580,418","496,900,000","539,851,720","580,808,003","446,757,256","530,590,103","593,338,955","944,550,308","1,066,348,044","1,112,139,919","1,317,596,223","1,360,075,510","1,438,964,462"
Liberia,Household consumption expenditure (including Non-profit institutions serving households),"131,103,625","141,012,620","148,634,924","164,542,898","205,198,601","215,049,470","235,168,617","303,122,914","335,597,387","364,148,210","358,972,330","540,295,097","542,966,519","603,574,405","592,888,717","590,050,332","553,151,315","595,977,549","612,173,045","548,309,363","339,847,461","361,507,033","197,695,144","141,428,838","116,564,166","118,853,202","145,057,654","246,028,322","300,319,531","362,050,251","425,550,000","464,863,003","503,909,460","409,985,524","475,711,204","525,571,301","863,600,206","947,325,313","997,931,291","1,186,119,834","1,217,576,747","1,291,616,361"
Liberia,General government final consumption expenditure,"28,647,158","33,728,694","35,189,636","46,749,885","53,845,849","61,108,778","74,549,370","100,178,325","116,039,893","130,732,714","151,937,126","167,047,356","185,663,828","141,167,956","133,738,063","114,620,700","119,212,206","120,130,508","113,785,880","118,210,423","63,229,700","48,800,548","36,763,366","26,347,952","21,716,948","22,144,059","52,697,389","89,378,684","109,105,223","131,530,167","71,350,000","74,988,717","76,898,542","36,771,732","54,878,899","67,767,653","80,950,103","119,022,731","114,208,628","131,476,390","142,498,763","147,348,101"
Liberia,Gross capital formation,"56,150,971","57,484,874","67,711,465","58,771,284","94,000,661","180,905,358","168,466,549","204,781,192","182,491,515","233,749,424","204,697,710","165,377,717","197,017,372","159,283,536","162,455,850","112,116,242","102,515,819","106,355,988","99,176,541","84,149,793","52,634,585","40,525,924","30,622,921","21,880,591","18,032,512","18,393,948","59,369,462","100,691,937","122,923,484","148,180,061","39,420,000","25,839,024","26,642,867","40,596,763","69,544,130","99,979,013","140,340,000","163,420,000","173,070,254","200,753,847","209,049,391","221,400,663"
Liberia,Gross fixed capital formation (including Acquisitions less disposals of valuables),"50,815,359","48,084,033","57,929,509","71,377,056","97,423,421","134,572,883","172,306,718","195,598,179","217,136,518","248,442,245","163,708,079","149,933,559","161,203,621","152,855,427","141,000,992","105,604,650","96,004,228","100,512,252","96,254,674","80,810,515","51,075,763","39,307,362","29,693,924","21,218,843","17,487,727","17,830,281","114,254,252","193,771,870","236,541,404","285,156,922","38,650,000","25,839,024","26,642,867","40,596,763","69,544,130","99,979,013","140,340,000","163,420,000","173,070,254","200,753,847","209,049,391","221,400,663"
Liberia,Changes in inventories,"5,335,613","9,400,841","9,781,957","-12,605,773","-3,422,759","46,332,475","-3,840,169","9,183,013","-34,645,004","-14,692,821","40,989,631","15,444,158","35,813,751","6,428,109","21,454,858","6,511,591","6,511,591","5,843,736","2,921,868","3,339,277","1,558,822","1,218,562","928,997","661,748","544,785","563,667","-54,884,790","-93,079,934","-113,617,921","-136,976,861","770,000",,,,,,,,,,,
Liberia,Exports of goods and services,"152,509,595","159,941,341","174,550,757","275,406,911","339,938,448","337,016,580","389,944,128","383,182,091","417,409,686","462,156,004","512,161,684","451,386,834","426,258,771","386,938,779","408,226,673","392,532,068","383,516,019","365,817,848","377,588,802","435,274,820","166,842,622","64,641,868","96,717,676","72,588,994","59,827,089","61,002,568","75,020,866","127,249,148","155,322,852","187,246,349","139,930,000","121,025,851","111,603,528","140,079,727","196,462,168","230,360,025","200,880,054","271,853,476","305,971,801","324,814,515","351,590,807","373,765,798"
Liberia,Imports of goods and services,"109,380,059","119,034,978","130,087,318","201,107,987","277,243,513","310,469,324","372,496,403","435,692,230","457,981,907","490,372,899","512,579,094","468,250,185","399,461,069","400,045,443","343,528,171","269,479,693","271,483,260","297,863,552","268,394,428","229,742,291","135,422,625","74,471,609","78,568,242","58,979,122","48,609,974","49,568,182","130,155,360","220,748,091","269,461,084","324,842,834","148,410,000","164,707,018","157,065,219","194,433,747","269,585,111","315,637,992","584,059,906","684,509,003","671,281,974","819,144,270","847,166,622","886,803,834"
Liberia,Gross Domestic Product (GDP),"259,031,291","273,132,553","295,999,464","346,116,111","423,420,385","508,905,889","527,355,397","589,549,440","645,899,748","744,074,506","765,195,436","880,150,063","912,708,019","906,279,909","893,423,691","880,984,882","865,874,652","909,535,705","966,971,278","996,440,402","487,131,744","441,003,764","283,230,866","203,267,252","167,530,740","170,825,596","202,000,000","342,600,000","418,200,000","504,154,000","527,840,000","522,000,000","562,000,000","433,000,000","527,000,000","608,040,000","701,700,000","817,100,000","919,900,000","1,024,010,000","1,073,540,000","1,147,320,000"
Liberia,"Agriculture, hunting, forestry, fishing (ISIC A-B)","59,962,123","60,597,315","60,851,392","47,918,632","61,359,224","52,259,693","65,282,875","80,309,624","98,759,132","116,624,266","132,736,280","247,941,353","237,756,557","279,247,080","299,449,708","293,272,045","286,843,936","318,734,036","343,945,581","369,574,051","253,664,948","234,852,476","139,090,924","97,946,226","84,109,956","133,871,980","149,000,000","227,000,000","282,000,000","337,000,000","354,000,000","393,100,000","428,800,000","331,200,000","377,100,000","404,300,000","444,500,000","515,800,000","585,200,000","662,670,000","695,800,000","744,510,000"
Liberia,"Mining, Manufacturing, Utilities (ISIC C-E)","86,640,186","93,817,855","106,204,100","132,318,870","167,631,729","230,911,038","198,853,974","178,066,971","164,542,898","195,347,732","207,953,506","177,816,526","200,774,058","176,731,262","163,374,151","175,061,622","164,542,897","164,542,898","178,818,309","184,726,340","62,870,069","57,287,013","32,041,888","21,604,000","16,385,057","6,068,540","6,200,000","7,300,000","6,200,000","254,000","2,550,000","27,200,000","28,800,000","17,500,000","30,200,000","37,700,000","52,100,000","62,500,000","77,200,000","81,920,000","86,020,000","92,000,000"
Liberia,Manufacturing (ISIC D),"9,654,918","10,861,783","11,433,456","18,866,918","28,884,750","30,303,943","37,733,836","41,907,932","44,829,800","68,455,188","64,281,092","52,510,138","54,430,223","49,755,235","54,931,115","54,096,295","49,922,198","61,025,296","67,119,477","71,001,911","53,281,776","48,791,057","26,580,203","17,720,135","13,350,787","4,490,719","2,400,000","2,800,000","3,000,000","150,000","1,600,000","24,800,000","26,400,000","15,200,000","26,000,000","32,900,000","43,700,000","48,900,000","51,400,000","54,000,000","56,700,000","60,700,000"
Liberia,Construction (ISIC F),"11,687,532","10,607,706","12,767,359","12,522,291","17,865,135","24,042,798","31,639,654","36,815,534","41,824,450","52,593,620","27,131,630","30,888,317","33,142,329","33,225,811","28,884,750","26,881,184","24,126,280","27,298,593","24,042,798","41,266,068","15,535,461","13,472,158","10,316,517","7,767,730","6,189,910","2,548,787","900,000","1,000,000","2,000,000","1,000,000","690,000","9,000,000","11,000,000","8,400,000","17,000,000","18,800,000","20,200,000","21,700,000","23,100,000","24,600,000","25,800,000","27,580,000"
Liberia,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","27,059,178","28,964,754","31,378,484","29,218,678","36,231,161","41,073,113","45,497,656","69,206,526","70,959,647","77,638,202","65,950,730","49,337,825","62,527,971","58,771,284","52,176,211","50,256,126","47,334,258","50,172,644","53,595,404","81,561,170","30,585,439","26,458,832","20,390,292","15,292,719","12,258,450","5,097,573","24,000,000","57,000,000","63,000,000","85,000,000","82,000,000","20,100,000","21,400,000","20,700,000","22,900,000","29,200,000","36,000,000","43,400,000","45,000,000","47,900,000","50,300,000","52,700,000"
Liberia,"Transport, storage and communication (ISIC I)","20,199,105","22,041,162","23,057,469","27,131,630","27,131,630","33,977,148","37,650,354","44,829,800","49,421,307","55,098,079","50,923,982","63,613,236","64,281,092","67,119,477","67,369,923","59,606,103","62,861,899","62,861,899","66,034,212","124,526,429","46,727,754","40,416,473","31,192,293","23,303,191","18,691,101","7,767,730","2,000,000","13,000,000","17,000,000","21,000,000","23,000,000","28,000,000","30,100,000","28,100,000","33,200,000","39,000,000","40,500,000","43,500,000","48,300,000","53,440,000","54,100,000","57,900,000"
Liberia,Other Activities (ISIC J-P),"37,539,847","40,207,653","42,557,863","67,620,368","77,805,165","87,989,962","101,347,072","127,560,400","137,995,642","163,374,151","193,427,648","224,399,447","229,324,881","216,802,591","216,802,591","212,711,975","211,710,193","218,806,157","234,834,689","173,924,340","65,297,484","56,437,416","43,450,742","32,648,743","26,094,720","10,923,371","12,942,857","25,665,000","31,968,571","38,347,857","40,527,143","47,955,000","45,249,286","29,517,857","48,479,286","51,700,000","55,500,000","61,400,000","65,100,000","69,340,000","72,800,000","77,930,000"
Liberia,Total Value Added,"243,087,972","256,236,446","276,816,666","316,730,469","388,024,044","470,253,752","480,271,584","536,788,856","563,503,076","660,676,050","678,123,775","793,996,704","827,806,889","831,897,503","828,057,334","817,789,056","797,419,463","842,416,228","901,270,993","975,578,398","474,681,154","428,924,367","276,482,656","198,562,610","163,729,194","166,277,980","195,042,857","330,965,000","402,168,571","482,601,857","502,767,143","525,355,000","565,349,286","435,417,857","528,879,286","580,700,000","648,800,000","748,300,000","843,900,000","939,870,000","984,820,000","1,052,620,000"
Libya,Final consumption expenditure,"1,978,345,159","2,361,059,358","2,932,598,026","4,161,985,025","6,470,332,789","8,080,423,414","9,103,746,321","10,408,356,643","12,121,718,387","14,087,119,432","18,846,634,011","24,835,196,805","23,538,073,232","22,882,703,242","20,885,901,010","19,811,220,359","17,267,606,297","19,875,419,608","22,526,334,552","23,094,394,209","22,641,129,431","28,846,179,903","30,148,353,865","28,697,534,525","25,463,363,760","22,939,841,440","24,943,976,762","27,451,521,226","26,774,355,143","27,636,425,373","25,791,679,772","22,892,560,985","16,134,302,967","15,465,417,805","16,693,400,935","20,169,027,699","28,174,329,668","30,429,775,611","39,083,417,615","28,938,972,425","34,831,361,591","24,063,321,836"
Libya,Household consumption expenditure (including Non-profit institutions serving households),"1,269,775,250","1,405,835,344","1,765,603,400","2,503,747,007","3,347,645,255","4,309,583,228","4,826,299,911","5,352,043,788","6,012,834,512","6,841,531,077","10,359,257,446","14,036,892,665","13,063,708,275","12,471,167,151","11,172,704,075","11,712,492,584","10,259,621,517","14,024,468,034","14,261,032,852","14,047,623,900","15,056,104,189","19,742,909,421","19,623,934,846","21,163,592,445","18,504,270,965","16,626,609,718","17,487,778,100","19,632,092,262","18,939,572,412","20,256,623,482","17,865,220,987","15,910,245,104","12,487,944,577","11,626,327,156","12,574,640,884","14,723,387,787","21,016,745,093","22,627,898,573","28,931,912,414","21,511,175,197","25,859,073,135","10,728,683,916"
Libya,General government final consumption expenditure,"708,569,905","955,224,013","1,166,994,626","1,658,238,018","3,122,687,537","3,770,840,189","4,277,446,411","5,056,312,855","6,108,883,875","7,245,588,356","8,487,376,565","10,798,304,140","10,474,364,953","10,411,536,095","9,713,196,934","8,098,727,775","7,007,984,780","5,850,951,573","8,265,301,701","9,046,770,309","7,585,025,243","9,103,270,481","10,524,419,019","7,533,942,076","6,959,092,794","6,313,231,722","7,456,198,660","7,819,428,963","7,834,782,731","7,379,801,890","7,926,458,785","6,982,315,881","3,646,358,390","3,839,090,648","4,118,760,051","5,445,639,912","7,157,584,575","7,801,877,038","10,151,505,201","7,427,797,228","8,972,288,456","13,334,637,920"
Libya,Gross capital formation,"790,760,163","902,122,681","1,464,349,146","2,366,570,032","3,717,038,101","4,169,481,151","4,245,670,683","5,049,091,099","5,604,083,089","7,096,459,083","9,279,965,017","11,194,777,572","8,641,134,438","7,610,957,822","7,478,800,556","5,769,598,771","5,131,345,354","3,897,013,298","4,772,120,229","4,613,493,860","5,787,332,482","4,511,789,275","4,431,334,323","5,367,757,041","5,026,663,255","3,439,823,781","4,848,712,308","4,101,622,459","3,575,514,203","3,763,422,958","5,015,414,187","4,205,478,942","3,153,632,395","2,867,928,786","3,333,993,577","4,063,725,123","5,486,567,968","6,040,494,992","7,742,147,071","5,703,074,040","6,893,016,259","4,281,363,054"
Libya,Gross fixed capital formation (including Acquisitions less disposals of valuables),"779,202,157","863,721,715","1,418,852,281","2,266,804,958","3,536,494,187","3,808,393,323","4,426,214,596","4,940,764,750","5,531,865,525","6,699,262,474","8,936,931,289","10,472,603,744","8,911,948,479","7,972,043,210","7,334,366,401","5,660,608,175","4,692,110,101","3,439,670,070","3,951,235,758","4,152,898,372","4,312,107,742","3,962,757,854","3,850,676,723","5,314,750,883","5,009,064,841","3,297,292,572","4,211,480,863","3,951,943,622","3,277,046,289","3,654,686,518","4,853,202,364","4,066,062,474","3,026,793,715","2,753,830,083","3,199,975,782","3,899,767,755","5,266,557,125","5,797,354,575","7,430,761,234","5,474,121,424","6,615,937,846","4,281,363,054"
Libya,Changes in inventories,"11,558,006","38,400,966","45,496,867","99,765,071","180,543,914","361,087,827","-180,543,914","108,326,350","72,217,564","397,196,609","343,033,728","722,173,825","-270,814,041","-361,085,388","144,434,156","108,990,593","439,235,249","457,343,225","820,884,471","460,595,488","1,475,224,740","549,031,421","580,657,600","53,006,158","17,598,417","142,531,207","637,231,447","149,678,839","298,467,914","108,736,440","162,211,823","139,416,469","126,838,681","114,098,704","134,017,795","163,957,367","220,010,843","243,140,417","311,385,837","228,952,616","277,078,414",
Libya,Exports of goods and services,"2,793,184,497","2,925,373,544","3,242,626,673","4,419,236,391","8,990,364,741","7,413,855,283","10,404,384,675","12,388,201,203","10,753,556,606","17,337,270,975","23,607,581,043","15,922,127,439","14,820,749,777","13,372,075,193","11,970,702,783","13,344,808,389","8,385,710,256","6,146,070,124","6,218,548,028","7,944,284,928","12,334,686,769","11,639,619,411","11,150,918,009","9,314,949,023","8,319,419,452","8,255,418,116","8,964,390,137","8,892,049,102","5,790,089,806","8,028,651,508","13,560,031,538","12,417,485,758","10,580,037,144","15,519,077,267","22,412,269,253","32,948,048,234","36,527,128,856","43,058,821,520","56,290,549,931","39,998,101,732","49,190,496,469","16,492,455,965"
Libya,Imports of goods and services,"1,294,496,539","1,308,032,884","1,795,176,362","2,944,851,146","5,155,973,096","6,014,639,951","6,035,221,958","7,036,157,416","7,942,126,779","10,188,815,242","13,548,387,834","18,515,453,651","14,154,908,321","12,071,445,627","11,400,548,955","9,038,590,002","6,464,738,077","7,275,487,005","7,957,799,357","8,593,354,798","9,675,180,172","10,586,000,140","9,282,881,385","10,403,342,155","8,036,918,569","6,342,638,717","7,472,893,559","7,251,212,432","6,243,188,503","5,788,728,405","5,896,618,952","5,454,198,342","7,955,322,047","7,616,501,853","9,146,915,102","11,729,320,202","15,111,471,370","16,861,431,543","21,740,615,880","15,877,504,912","19,261,291,425","13,463,730,720"
Libya,Gross Domestic Product (GDP),"4,267,793,277","4,880,522,698","5,844,722,462","8,003,296,604","14,021,762,538","13,649,119,897","17,718,579,720","20,809,491,530","20,537,231,307","28,332,395,338","38,185,792,234","33,436,648,169","32,845,049,122","31,794,290,634","28,934,855,394","29,887,037,520","24,319,923,827","22,642,653,915","25,559,956,214","27,057,741,203","31,088,348,328","34,409,289,639","36,447,724,815","32,976,898,433","30,772,527,897","28,292,444,617","31,284,185,648","33,193,980,353","29,896,770,649","33,639,771,436","38,470,506,545","34,061,327,343","21,912,650,459","26,235,922,005","33,292,748,664","45,451,480,854","55,076,733,207","62,668,036,404","81,376,316,022","58,761,845,540","71,653,582,894","31,373,410,137"
Libya,"Agriculture, hunting, forestry, fishing (ISIC A-B)","101,216,502","101,142,155","144,752,486","218,402,613","238,672,959","305,811,257","367,785,072","332,002,572","450,416,822","517,924,011","675,072,465","777,252,939","814,138,583","940,667,596","954,685,385","1,044,694,362","1,175,727,524","1,136,046,709","1,875,258,086","1,990,990,490","2,291,311,372","2,522,280,741","2,670,477,425","2,427,189,089","2,253,305,196","2,116,516,259","2,332,408,803","2,606,648,606","2,827,392,618","2,963,997,783","2,661,449,058","2,181,315,029","1,018,888,748","1,030,976,509","1,018,109,022","1,106,326,719","1,250,837,639","1,508,595,793","1,837,176,438","1,900,785,357","2,007,910,691","689,701,654"
Libya,"Mining, Manufacturing, Utilities (ISIC C-E)","2,420,495,696","2,867,259,921","3,160,831,457","4,266,088,043","8,795,095,047","7,434,308,026","10,366,158,258","12,399,716,790","10,957,593,485","17,320,557,128","24,586,507,366","18,055,280,839","17,823,614,582","16,742,262,930","13,562,661,806","14,666,373,210","10,103,315,438","9,603,237,699","9,686,177,374","10,293,384,926","11,847,154,842","13,003,016,576","13,844,146,592","12,553,233,431","11,511,677,074","11,152,361,298","11,978,930,599","12,845,533,623","9,217,992,944","12,039,789,416","16,675,964,846","14,492,286,389","13,004,985,760","17,761,557,499","24,836,167,528","36,652,116,358","45,851,055,313","50,549,162,128","71,406,738,610","43,088,882,269","53,836,730,447","16,837,771,512"
Libya,Manufacturing (ISIC D),"66,670,645","75,090,389","106,240,355","159,433,906","206,579,377","241,624,093","334,215,920","460,008,007","548,542,027","685,400,862","709,010,535","808,977,548","898,983,111","1,012,969,890","1,100,396,640","1,346,814,662","1,476,272,871","1,467,739,180","1,879,313,146","2,003,894,237","2,294,447,062","2,518,820,003","2,722,309,750","2,393,500,270","2,231,345,566","2,287,119,382","2,070,997,411","2,285,942,882","2,144,975,466","2,394,907,266","2,235,533,777","1,867,078,136","1,164,254,678","1,540,559,428","1,876,432,900","2,393,588,031","2,745,868,782","3,193,411,384","3,995,546,142","4,345,791,878","4,586,002,973","798,920,073"
Libya,Construction (ISIC F),"357,800,918","294,466,892","499,218,994","782,087,095","1,142,758,927","1,319,058,167","1,563,024,754","1,826,715,011","2,071,895,366","2,205,105,979","2,839,300,133","3,041,988,639","2,776,163,247","2,667,228,650","2,583,479,489","2,793,155,820","1,807,538,970","1,704,158,385","1,640,364,172","1,732,261,526","1,999,642,512","2,223,361,366","2,285,952,998","2,137,454,307","2,046,722,730","1,652,954,127","2,223,382,727","2,205,816,473","2,205,410,209","2,505,819,077","2,862,957,932","2,541,825,723","1,522,898,219","1,382,090,045","1,654,632,432","2,050,967,627","2,382,305,931","3,099,457,668","4,899,218,897","6,044,907,475","6,367,909,249","1,136,868,165"
Libya,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","160,767,640","173,075,674","237,575,154","339,326,000","507,556,666","618,877,456","724,962,860","804,595,802","933,827,114","1,055,894,214","1,349,627,932","1,724,090,129","1,741,717,705","1,419,330,469","1,668,973,916","1,544,427,734","1,528,621,447","1,388,427,675","2,121,659,190","2,251,093,555","2,590,674,753","2,857,495,997","3,013,306,549","2,744,388,473","2,568,264,276","2,360,031,785","2,653,104,353","2,737,456,509","2,855,585,704","2,843,327,476","2,563,508,987","2,422,948,699","1,393,352,875","1,450,878,365","1,681,957,222","2,031,124,394","2,179,819,696","2,687,246,927","3,227,869,720","3,428,784,799","3,637,147,551","2,387,856,099"
Libya,"Transport, storage and communication (ISIC I)","227,090,947","262,095,202","327,212,528","461,561,340","525,640,564","635,978,053","699,286,450","796,238,735","907,661,511","1,053,451,703","1,288,236,498","1,512,524,180","1,465,850,775","1,402,181,050","1,459,700,856","1,443,783,424","1,429,440,247","1,297,807,347","1,983,014,704","2,106,950,169","2,418,598,128","2,670,083,924","2,832,246,835","2,542,548,815","2,406,324,882","2,257,056,134","2,353,484,314","2,553,570,625","2,602,987,222","2,723,221,644","2,470,070,191","2,238,394,615","1,219,607,500","1,401,431,200","1,489,708,049","1,843,973,761","2,073,917,135","2,613,186,234","3,174,500,966","3,291,333,455","3,498,687,284","2,710,201,560"
Libya,Other Activities (ISIC J-P),"956,035,647","1,159,031,258","1,420,510,017","1,796,294,570","2,448,546,651","3,048,660,224","3,521,198,184","4,091,699,758","4,694,383,017","5,393,663,880","6,417,705,415","7,217,933,382","7,253,802,671","8,171,928,589","8,267,898,753","8,203,888,290","8,120,230,898","7,368,690,298","11,279,678,935","11,959,439,792","13,711,250,352","15,270,823,423","15,975,239,428","14,359,581,428","14,126,696,231","12,211,325,865","13,344,546,128","13,093,150,821","13,672,350,496","14,115,963,667","13,805,191,658","12,307,837,924","5,954,705,273","6,150,677,975","6,520,687,674","7,463,110,588","8,126,154,020","10,315,711,814","11,307,964,411","11,644,593,852","12,189,792,461","12,034,611,754"
Libya,Total Value Added,"4,223,407,344","4,857,071,098","5,790,100,636","7,863,759,657","13,658,270,814","13,362,693,179","17,242,415,581","20,250,968,668","20,015,777,319","27,546,596,913","37,156,449,805","32,329,070,105","31,875,287,566","31,343,599,287","28,497,400,205","29,696,322,837","24,164,874,525","22,498,368,117","28,586,152,464","30,334,120,461","34,858,631,962","38,547,062,031","40,621,369,824","36,764,395,539","34,912,990,382","31,750,245,468","34,885,856,923","36,042,176,656","33,381,719,193","37,192,119,063","41,039,142,677","36,184,608,378","24,114,438,377","29,177,611,592","37,201,261,927","51,147,619,446","61,864,089,734","70,773,360,564","95,853,469,043","69,399,287,207","81,538,177,683","35,797,010,743"
Liechtenstein,Final consumption expenditure,"60,607,265","70,048,641","83,509,585","111,886,327","132,410,942","176,198,079","199,409,318","224,442,085","319,571,087","371,954,477","393,846,567","375,739,595","385,332,633","392,621,689","367,796,528","384,535,775","561,794,619","757,717,530","821,836,089","781,159,370","978,492,854","1,050,591,554","1,182,946,546","1,210,087,005","1,392,546,676","1,746,176,285","1,828,405,465","1,670,953,728","1,794,061,647","1,939,784,342","1,780,730,475","1,797,825,867","1,946,139,747","2,235,786,254","2,493,696,460","2,615,438,231","2,772,053,707","3,107,515,785","3,396,646,501","3,141,059,081","3,548,248,323","4,235,644,004"
Liechtenstein,Household consumption expenditure (including Non-profit institutions serving households),"53,353,557","61,258,227","73,064,908","97,562,752","115,080,974","152,323,056","171,859,498","194,236,038","276,412,896","321,943,181","341,570,397","324,876,317","332,119,334","337,692,864","316,155,852","329,587,763","479,720,667","647,398,398","697,830,835","656,689,751","818,318,319","876,859,061","984,703,231","1,009,930,929","1,159,956,870","1,458,688,724","1,529,702,731","1,404,809,047","1,513,338,545","1,642,842,586","1,504,667,936","1,509,932,294","1,628,514,520","1,866,668,706","2,086,469,184","2,190,794,634","2,328,396,255","2,614,057,216","2,869,749,005","2,636,438,020","2,980,503,237","3,548,001,085"
Liechtenstein,General government final consumption expenditure,"7,253,708","8,790,414","10,444,677","14,323,575","17,329,968","23,875,023","27,549,819","30,206,047","43,158,191","50,011,297","52,276,170","50,863,278","53,213,299","54,928,825","51,640,676","54,948,012","82,073,951","110,319,132","124,005,254","124,469,619","160,174,535","173,732,492","198,243,314","200,156,076","232,589,807","287,487,562","298,702,735","266,144,681","280,723,101","296,941,755","276,062,539","287,893,574","317,625,226","369,117,548","407,227,275","424,643,596","443,657,451","493,458,570","526,897,495","504,621,063","567,745,085","687,642,918"
